time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
5705.112662	10.791533	0.008658	1.246411	233
5706.128349	9.829019	0.008607	1.142022	234
5707.201143	10.167086	0.008606	1.181435	235
5708.220288	10.367478	0.008614	1.203613	236
5709.285811	9.198531	0.008567	1.073773	237
5710.323704	10.662021	0.008614	1.237826	238
5711.364593	8.991046	0.008609	1.044342	239
5712.427620	10.797056	0.008600	1.255521	240
5713.439452	9.423005	0.008607	1.094850	241
5714.534036	9.944566	0.008568	1.160717	242
5715.524078	8.564234	0.008603	0.995473	243
5716.624592	10.607531	0.008616	1.231120	244
5717.613872	10.193048	0.008618	1.182712	245
5718.703453	10.124091	0.008601	1.177022	246
5719.720996	10.266078	0.008574	1.197353	247
5720.779187	8.957337	0.008614	1.039905	248
5721.820756	10.894863	0.008597	1.267350	249
5722.855076	9.497471	0.008598	1.104643	250
5723.924610	10.351456	0.008602	1.203432	251
5724.962396	6.490091	0.008593	0.755292	252
5726.022058	9.258142	0.008583	1.078646	253
5727.029889	9.094414	0.008599	1.057666	254
5728.101478	10.371809	0.008596	1.206552	255
5729.125479	10.005876	0.008596	1.164047	0
5730.185847	9.036360	0.008611	1.049402	1
5731.221119	10.713011	0.008593	1.246708	2
5732.269187	8.688534	0.008590	1.011469	3
5733.317226	10.384597	0.008593	1.208505	4
5734.354415	9.167080	0.008607	1.065036	5
5735.414485	9.639013	0.008597	1.121146	6
5736.442247	8.784451	0.008593	1.022231	7
5737.506471	9.643963	0.008595	1.122040	8
5738.529089	8.605513	0.008615	0.998947	9
5739.596467	10.163943	0.008596	1.182410	10
5740.620473	8.313848	0.008596	0.967230	11
5741.682622	10.541472	0.008599	1.225931	12
5742.716502	8.765419	0.008598	1.019452	13
5743.768369	9.890160	0.008588	1.151616	14
5744.809146	9.486087	0.008593	1.103961	15
5745.852517	8.436235	0.008592	0.981850	16
5746.908445	9.271082	0.008592	1.079094	17
5747.936248	9.496894	0.008585	1.106221	18
5749.002153	9.848156	0.008616	1.142960	19
5750.019684	9.571773	0.008599	1.113176	20
5751.100725	7.506883	0.008558	0.877157	21
5752.109557	8.868715	0.008586	1.032966	22
5753.184044	10.327170	0.008600	1.200791	23
5754.205816	9.136826	0.008592	1.063353	24
5755.265639	9.424831	0.008609	1.094772	25
5756.306226	9.372562	0.008587	1.091427	26
5757.343721	9.810566	0.008605	1.140142	27
5758.412321	9.472832	0.008616	1.099505	28
5759.420619	10.008729	0.008595	1.164533	29
5760.511771	9.425920	0.008596	1.096529	30
5761.500192	8.895320	0.008591	1.035442	31
5762.603299	10.179317	0.008597	1.184026	32
5763.591163	8.873298	0.008614	1.030117	33
5764.690577	10.330592	0.008599	1.201436	34
5765.692324	9.145757	0.008568	1.067410	35
5766.767676	9.310520	0.008609	1.081439	36
5767.795638	9.013927	0.008593	1.049005	37
5768.846858	9.336964	0.008619	1.083290	38
5769.895715	8.709333	0.008589	1.013987	39
5770.927608	9.829747	0.008615	1.141069	40
5771.994011	8.675332	0.008598	1.009038	41
5773.011334	9.245247	0.008601	1.074862	42
5774.085434	9.337916	0.008608	1.084770	43
5775.099833	8.954017	0.008610	1.039945	44
5776.177744	9.314211	0.008627	1.079656	45
5777.191269	8.605212	0.008605	0.999996	46
5778.266485	9.602921	0.008594	1.117357	47
5779.279059	9.209707	0.008613	1.069286	48
5780.356647	9.254745	0.008593	1.077071	49
5781.373208	8.682168	0.008598	1.009799	50
5782.442594	9.289849	0.008587	1.081906	51
5783.463413	9.200598	0.008589	1.071220	52
5784.531087	8.622076	0.008583	1.004511	53
5785.560711	8.425122	0.008605	0.979047	54
5786.612588	8.912003	0.008593	1.037175	55
5787.659058	9.141687	0.008606	1.062222	56
5788.692348	8.251557	0.008582	0.961475	57
5789.761251	9.856853	0.008592	1.147200	58
5790.773300	7.916006	0.008591	0.921418	59
5791.860407	9.964429	0.008597	1.159019	60
5792.851767	8.758842	0.008587	1.020023	61
5793.954774	9.154634	0.008592	1.065471	62
5794.942552	8.789420	0.008611	1.020675	63
5796.040960	9.357510	0.008595	1.088771	64
5797.040733	9.082773	0.008585	1.057941	65
5798.120686	9.146030	0.008587	1.065154	66
5799.140858	9.878980	0.008592	1.149760	67
5800.201740	7.527520	0.008573	0.878023	68
5801.242374	9.728576	0.008591	1.132459	69
5802.280587	8.525679	0.008596	0.991806	70
5803.341015	8.859742	0.008591	1.031313	71
5804.363265	8.530665	0.008589	0.993225	72
5805.437089	9.315578	0.008610	1.081925	73
5806.451808	8.152767	0.008587	0.949408	74
5807.526305	9.762225	0.008610	1.133810	75
5808.541246	8.280900	0.008610	0.961784	76
5809.616130	9.181135	0.008594	1.068271	77
5810.632524	8.516434	0.008577	0.992959	78
5811.704411	8.324950	0.008595	0.968544	79
5812.723520	8.738253	0.008620	1.013732	80
5813.792826	8.651005	0.008612	1.004472	81
5814.818384	8.283988	0.008582	0.965292	82
5815.877767	9.343905	0.008557	1.091991	83
5816.907851	8.862524	0.008587	1.032033	84
5817.968078	8.813619	0.008570	1.028448	85
5818.998149	8.998476	0.008564	1.050672	86
5820.060390	8.320662	0.008597	0.967908	87
5821.085595	8.881318	0.008574	1.035855	88
5822.152836	8.740081	0.008552	1.021965	89
5823.177026	8.186421	0.008620	0.949686	90
5824.244764	8.826586	0.008572	1.029706	91
5825.262326	8.001244	0.008625	0.927638	92
5826.334187	9.090975	0.008611	1.055774	93
5827.349902	8.430690	0.008594	0.981043	94
5828.427555	9.117422	0.008597	1.060580	95
5829.439033	8.200906	0.008605	0.952986	96
5830.515171	9.385900	0.008600	1.091419	97
5831.530869	7.866939	0.008590	0.915787	98
5832.602956	9.465093	0.008594	1.101360	99
5833.625171	8.198342	0.008643	0.948564	100
5834.685329	9.443434	0.008619	1.095628	101
5835.723037	8.211562	0.008594	0.955500	102
5836.769195	9.148749	0.008599	1.063913	103
5837.823701	8.171034	0.008597	0.950473	104
5838.848014	9.349254	0.008592	1.088162	105
5839.920724	8.501995	0.008584	0.990468	106
5840.928141	8.971620	0.008591	1.044252	107
5842.020172	8.643047	0.008589	1.006328	108
5843.012703	8.477112	0.008591	0.986698	109
5844.114752	8.904449	0.008593	1.036291	110
5845.101325	7.653478	0.008585	0.891536	111
5846.201450	9.227117	0.008588	1.074390	112
5847.197901	7.758739	0.008587	0.903579	113
5848.282751	9.247992	0.008589	1.076786	114
5849.296245	7.761875	0.008584	0.904175	115
5850.364726	8.848608	0.008602	1.028649	116
5851.393996	8.047062	0.008589	0.936867	117
5852.448049	8.547889	0.008592	0.994885	118
5853.494444	7.881794	0.008583	0.918328	119
5854.529877	8.607321	0.008606	1.000206	120
5855.584678	8.488704	0.008580	0.989412	121
5856.616580	8.354641	0.008595	0.972034	122
5857.678355	8.385691	0.008586	0.976632	123
5858.704832	7.987465	0.008606	0.928151	124
5859.770292	8.447118	0.008585	0.983902	125
5860.795003	8.346705	0.008586	0.972139	126
5861.858136	8.536860	0.008610	0.991513	127
5862.887492	8.177177	0.008606	0.950220	128
5863.945892	8.363181	0.008572	0.975665	129
5864.981388	8.101185	0.008595	0.942579	130
5866.033321	8.000811	0.008590	0.931367	131
5867.076404	8.417117	0.008598	0.978969	132
5868.114592	7.960091	0.008587	0.926996	133
5869.172913	8.722907	0.008592	1.015187	134
5870.196739	7.765937	0.008588	0.904226	135
5871.271041	9.034581	0.008603	1.050203	136
5872.277803	7.796786	0.008616	0.904920	137
5873.369113	9.017560	0.008610	1.047310	138
5874.365493	7.504617	0.008589	0.873765	139
5875.461734	9.061930	0.008590	1.054965	140
5876.452519	7.784519	0.008599	0.905320	141
5877.549606	9.118433	0.008609	1.059192	142
5878.544252	8.421537	0.008612	0.977908	143
5879.633508	8.645201	0.008559	1.010072	144
5880.641640	8.550943	0.008611	0.993039	145
5881.715835	8.211979	0.008604	0.954392	146
5882.738678	8.834069	0.008598	1.027439	147
5883.798614	8.133283	0.008601	0.945614	148
5884.837018	8.829974	0.008580	1.029132	149
5885.880451	7.933096	0.008580	0.924645	150
5886.933324	8.994350	0.008587	1.047462	151
5887.966204	7.663620	0.008610	0.890076	152
5889.034536	8.480904	0.008572	0.989403	153
5890.051620	7.750318	0.008583	0.902986	154
5891.119901	9.137527	0.008616	1.060581	155
5892.139259	7.515589	0.008587	0.875190	156
5893.213351	9.167753	0.008579	1.068606	157
5894.229336	7.431498	0.008597	0.864432	158
5895.305322	8.739750	0.008595	1.016813	159
5896.319429	7.397777	0.008599	0.860295	160
5897.391938	9.255970	0.008582	1.078512	161
5898.407955	6.876164	0.008595	0.800013	162
5899.482598	9.136974	0.008611	1.061028	163
5900.497950	7.529733	0.008599	0.875638	164
5901.573674	8.855592	0.008602	1.029524	165
5902.585230	7.641562	0.008610	0.887519	166
5903.663130	9.064997	0.008599	1.054141	167
5904.676654	7.421972	0.008578	0.865270	168
5905.757562	8.546818	0.008567	0.997662	169
5906.767848	7.320792	0.008588	0.852403	170
5907.843726	8.731277	0.008589	1.016520	171
5908.858072	6.922746	0.008581	0.806787	172
5909.928249	9.353682	0.008573	1.091101	173
5910.950264	7.353312	0.008579	0.857109	174
5912.016479	9.052168	0.008564	1.057016	175
5913.046120	7.313758	0.008569	0.853532	176
5914.101308	9.016200	0.008562	1.053102	177
5915.140457	7.535121	0.008575	0.878756	178
5916.185803	8.850003	0.008586	1.030755	179
5917.235227	7.731306	0.008584	0.900694	180
5918.269565	8.691475	0.008584	1.012484	181
5919.333133	7.978367	0.008568	0.931189	182
5920.349723	8.893123	0.008595	1.034648	183
5921.430418	8.090397	0.008583	0.942566	184
5922.434271	8.233594	0.008579	0.959729	185
5923.525441	8.529729	0.008594	0.992504	186
5924.519335	7.903142	0.008598	0.919168	187
5925.618722	8.615602	0.008597	1.002155	188
5926.609680	7.569635	0.008601	0.880060	189
